id,factor3
UTY,0.6101686275235678
RUNDC3A,0.6063965226695766
USP9Y,0.6059398270460219
MOCS1,0.6045673001577055
NEUROD1,0.6004525945894698
ENPEP,0.6000000265419211
IRAK3,0.598387437753061
SLFN11,0.5959473127780043
CBLN1,0.5944866987400372
ARHGDIB,0.5931412545147449
PTPRG-AS1,0.5856805678822163
ZNF681,0.5852302254591174
HOXA1,0.5816291452937199
ARMCX2,0.5812079062791214
ZNF350,0.580546065498333
CHKB-DT,0.5804524170235394
C7orf31,0.5754787389785351
DDO,0.5738956987659838
SLC44A5,0.5734958937433439
C1GALT1C1L,0.5733493785758773
CASP1,0.5703512311429423
NAALADL2,0.5702878689803194
PNMA8A,0.569869369525455
CCDC170,0.5624122802835054
BST2,0.5623178231980238
IFITM2,0.5620906549385348
LINC00665,0.5616478894083907
KRT40,0.5614434205044788
ZFY,0.5537760010171788
TYRP1,0.5522065498903934
SNX20,0.5520434691428352
IFITM3P7,0.5515740779421898
NBPF4,0.551230429984576
PTPRO,0.5511794690531171
ZNF404,0.5506114390562292
CPED1,0.5485810372040261
A1CF,0.5471182512004582
LYPD8,0.5459230026972373
DNAJC15,0.545868512025521
NPTX2,0.5448183309592214
ZNF117,0.5445740133616859
DOCK11,0.5444612404473181
MAOA,0.5442790983380719
ZNF285,0.5425056462907395
ACSF3,0.5422882069180082
RAB38,0.541131737994994
XDH,0.5400236218497153
RIPPLY1,0.5396777841552244
CGNL1,0.5338140908961901
GLRA2,0.533116406483727
GNGT1,0.5329787248750754
FMO4,0.5318975048341843
CSF2RA,0.5301777559276488
ERVW-1,0.5299816807788648
XCL1,0.529939039253855
C10orf99,0.529658491028585
TDGF1,0.5287546760657948
ISM2,0.5272920772822491
ZNF93,0.5267525030095036
ZNF320,0.5260986770678907
UGT1A10,0.5212525522808514
SHLD1,0.5189702404862243
UTRN,0.5186405668052652
TTTY2,0.5171100323262531
ZNF702P,0.515783483713327
LIN7A,0.51469804601503
SP8,0.5125858843626929
VPS50,0.5122091809741746
SCIN,0.5109436400838422
C3orf14,0.5105221688451159
SLC1A7,0.5099331112427435
SLC22A15,0.5090929616596136
TSPAN12,0.5057480428854407
SETDB2,0.5053569304802122
ATAD3C,0.5047018582062937
PPP1R14A,0.5046445616369833
FZD10-AS1,0.503949672206899
NOD2,0.5021051132718051
LRP4,0.49991243411061154
ZNF134,0.49669438026612356
ELAPOR2,0.49538120729709395
PPP2R2C,0.49489919248096537
SRGAP2B,0.49488309578307516
TLCD2,0.49222479181159645
QRSL1,0.48838852614841377
LDLRAD4,0.48796039842257505
CYP39A1,0.48420189470531344
BRINP1,0.4840889925008711
CHST15,0.4840540017305746
IFITM1,0.47883527118029595
ZNF429,0.4783588068797089
CST1,0.4782173610448582
MAN1A2,0.47722324887490003
ARAP3,0.4771821726774019
XAGE2,0.47701561474029514
LINC00324,0.47696196027142423
TDRD5,0.47663987143132014
MIR7-3HG,0.4766004176311744
HCG11,0.47309744654635716
ZNF570,0.4727514373778503
GNG2,0.4718992078784795
DUXAP8,0.47019644275164213
PLCB1,0.4680869956303798
FGF14-AS2,0.4668182935107374
PMFBP1,0.4661782607130857
KLHDC8B,0.46617472119595843
TNFSF13B,0.46562801473031085
CSRNP3,0.465261268702307
CST4,0.46513494222689555
POU6F2,0.4650312954654462
ZNF254,0.460289382599606
RASL10B,0.46021952402450056
OBSL1,0.45855808280178545
CLVS1,0.4560136465049552
SPESP1,0.45246331639836007
LINC00865,0.45230194852928507
AASS,0.45162361372278575
HFE,0.4503325295489854
H3C7,0.4488117807541973
ZKSCAN7,0.44787366772942466
ADCY1,0.4477755216087987
USP6,0.4453321994139656
SVOPL,0.44404514015175517
N4BP2L1,0.44331804569188604
PLPPR1,0.4414613797188123
HOXA2,0.44129526319191037
ZNF177,0.43936317715984724
RBM11,0.4379044844836428
SLC46A3,0.43686413601354696
C1QTNF3,0.4347499998234487
PTK7,0.4344002919556148
NAP1L5,0.4342088939839222
CCND2,0.43338259834002
NXN,0.432699492324665
JAZF1,0.4323226081588953
PITPNM3,0.4309592933508795
ZNF529-AS1,0.43087830722835474
FRMD4A,0.43071032486889743
ZNF483,0.4301218810057328
ATXN3,0.4252737271180706
CENPU,0.4250973623032594
ANKEF1,0.423480341226253
SCN3B,0.4234169789984947
IGF2BP3,0.422798003456066
RLN2,0.42255278056132284
L3MBTL4,0.42189516185200615
ZNF568,0.4218547632834958
ZNF829,0.4208266699877979
CPLX2,0.4203980436451661
WIF1,0.42003508715993926
DUXAP10,0.41940864571865666
MEIS3P1,0.41884098419102106
ZNF480,0.41862401573023794
MARK1,0.418556537840448
PRSS23,0.417134665812075
IKZF2,0.4163143086486077
TRIL,0.4162557617264407
HMGCS2,0.41589585970616033
GATM,0.4144665050191888
RAG1,0.41365333473649607
ZNF321P,0.4118461931483743
ERLIN2,0.41022960830900274
ZNF701,0.4092511061038286
GRAP,0.40830685596267163
PROC,0.408233413443925
SVOP,0.4075068184395657
THAP5,0.40379508091135896
DDC,0.4030329887707081
HCFC2,0.4026343137424005
ENPP3,0.40224698694077055
ZNF675,0.4011605193207744
CAPS2,0.4005942590249384
ALDH1A2,0.4003025327521005
GPR158,0.3974380510071631
ATP2A3,0.3948277229098111
LINC00462,0.39468589465260756
SUGT1,0.3946055749228647
MAB21L3,0.3945255923528744
NOS3,0.3941453968064461
ZNF682,0.393665892491632
ZFP28,0.3934279571736997
RFLNB,0.39321256339279836
ZNF141,0.3923447255693441
TMEM161B-AS1,0.3922183925984449
CALCB,0.39078105596087215
ZNF556,0.38932104348187974
APCDD1,0.388803463537489
CPVL,0.3884429145755949
STK31,0.3878392147306436
UGT1A8,0.38705768531556467
PCDHB12,0.3867898209090832
FGF20,0.38624565233719255
RORC,0.3860863644545907
CCDC88C,0.3851341199015168
RUNDC3B,0.38492511456554657
OR7D2,0.38455921972871804
DLEU2,0.38438294760632336
CFAP251,0.38279175769044954
DDX43,0.3823581875219156
CLN5,0.38162320147001616
HTR7P1,0.38144597000704855
BNIP3,0.3806046335937259
SMIM2-AS1,0.37863961071149843
PCSK1,0.3779822149208639
LY6G6D,0.37537277171693506
PLA2G3,0.3739538261640535
RBMS1,0.3720049171531714
VAV1,0.3711710199878824
NELL2,0.3710987087721542
APLP1,0.36889724805612084
CROT,0.36793044753571236
RAB39A,0.3662567768680887
CACHD1,0.36623836158656614
KALRN,0.3647806770960472
ZNF233,0.36263136921125255
PRIMPOL,0.3626066281227256
SDR42E1,0.36212731999636844
SLC6A15,0.3620877287933265
EEA1,0.36047888965785313
TCEA2,0.35990635282671773
TWIST1,0.35984721058064295
ZNF610,0.3592501675849029
FAM214A,0.3586804649107858
TIGD7,0.3570159164384996
POLH,0.3557554417569524
TRABD2A,0.3539658297607264
SESN3,0.3527632064408088
CPLX1,0.35218514963490816
NID1,0.3518097298443087
MST1L,0.35125618010952386
ABAT,0.34994651266933835
TMEM170B,0.3499462380517148
ZDBF2,0.3487151369930432
STXBP5L,0.3486422015843176
YAF2,0.3478004895235285
ZNF738,0.34743413028825293
ZNF264,0.34500288210637753
PRICKLE2,0.3438605836885793
COLGALT2,0.3435899422523544
FOXP2,0.3433799834957268
ZSCAN12,0.34274994091492433
B3GLCT,0.342422869724516
TYRO3,0.34211593348569147
FAM189A1,0.34208179583918347
ZNF853,0.34091994559545524
RNF6,0.3403628384450481
SATB1,0.3403513596655972
AKR1C1,0.33989842146389876
HAS2,0.3395944141286454
LINC00858,0.33942082587011047
IL23R,0.33897384560542254
SFTA2,0.3384070735629405
NAP1L2,0.33830608844452587
FER1L4,0.33784151745987145
PDE10A,0.3375120203829078
CST2,0.33728886377921513
RAB3C,0.3357844222252137
MYO1A,0.3352262165932123
ZFY-AS1,0.33461231133948316
SUN1,0.33401403522363937
KIF26A,0.3338889598126288
CCR6,0.333772950437584
NBEA,0.33261427349531364
NFE2,0.3319719906237766
FGD1,0.3316586422794318
RPS6KA6,0.331645263352677
RASL11B,0.33137127028170765
PLG,0.33133091068348997
LINC02846,0.33094142399567594
USP34-DT,0.33003129768417006
NCF4,0.3292929594955884
SEMA3F,0.32912487028197995
SEC14L4,0.3277868306219241
DAPP1,0.3266447677562041
PPP1R14C,0.3259726478957535
CHD9,0.3246521567582546
HES5,0.3244431738657302
BOLA3-AS1,0.3240322690546415
SLC22A11,0.3238128719352023
PRR4,0.32265648479532083
FKBP1B,0.3226203581783541
TCEA3,0.3221502414409053
COL4A2,0.32210140482245725
NFASC,0.3213339475648037
DISC1,0.3211535112345074
AKR1C2,0.32008470021293084
KCNH8,0.31955212800916744
FGF7,0.3194424062641093
MAGEA11,0.3187392376359619
CA4,0.3171948433872497
PCP4,0.31692819295497343
DMRTC1,0.3164614558680955
UBXN10,0.31575087044933464
RFC3,0.3147905267965755
FCAMR,0.3145235013327119
DNAJC6,0.3137928711677065
TBX18,0.31095204032788853
FGF13,0.3106751187729848
COL9A3,0.3103630294489584
ZNF83,0.3100413081887581
CLDN11,0.30967389281617413
NBPF3,0.3087736383679207
GSTT1,0.30844547682341406
CECR2,0.3080532843963827
ZNF559,0.30777638457024226
ZNF493,0.30737997594701083
KLHL3,0.30600311655497187
TMEM163,0.3054571194000252
ENTPD5,0.3053240679951065
MYCN,0.304810075335172
ZNF704,0.30457763806262234
SLC7A8,0.30332683670960614
TMEM252,0.3023608511707236
CNNM1,0.3023117978155866
LRRN1,0.30191827010976313
AS3MT,0.3018079404787838
MME,0.3015417251180426
ANKRD44,0.30082051066928017
ZNF569,0.3000062170346614
PLSCR4,0.29948001492586
KNG1,0.29900930678596227
MAN1A1,0.29809040187219366
VANGL2,0.2972195062285762
ZDHHC2,0.29685810950992775
PLEKHA2,0.2965992408577336
LUC7L,0.2964756794071298
UGT2A3,0.29605195542878876
TRHDE,0.2959232996807414
SNTB1,0.2954591899669215
CHFR,0.2951728526345148
CADPS2,0.2949685757697543
SCN8A,0.2946113205597199
SRGAP2,0.29323562322280333
TEAD2,0.2925560086783083
INHBB,0.29172920390914714
AP3B2,0.2905833480461265
GLB1L,0.2903491079625584
CFAP97,0.29001994239202705
ANO5,0.2899717901565296
SNX25,0.2870302592403277
TMSB15A,0.2866381122032442
NUDT11,0.285798380374569
KCNQ4,0.28518097817889415
PI15,0.28503056803850335
TMSB15B,0.2848820567068154
XAF1,0.2837563052659413
REEP1,0.2836062362745791
ZNF345,0.28337490371809076
RIBC2,0.28289179419993293
KCNK3,0.28255739749760367
CXCR3,0.2824818485575346
IHH,0.2804199195711178
FNDC3A,0.2800132056401193
RASA4,0.27972393745465807
TIAM1,0.2785157990621784
MPV17L,0.2775476128494797
MAML2,0.2769188599091404
DDX3Y,0.2768602417029476
GCG,0.2765917139601628
RARRES2,0.27648568569415316
GPX3,0.27599739275523677
LINC00957,0.2759831725357939
UNC5A,0.2759278616333673
RBM43,0.2754414490188842
RNF144B,0.27488232268629054
GSPT2,0.27451349803341174
SLC52A1,0.27329366390597737
ZNF879,0.27254096804570993
SETMAR,0.2719356042439909
RLN1,0.27180936138437223
BAMBI,0.27131915174676985
ZFYVE28,0.27029082295586737
DCDC2,0.27021529630189894
CYP4X1,0.26986504899862823
SLC47A1,0.2693188887079388
PAX5,0.2684595566968922
CASP3,0.2682878184228963
PABPC1L,0.2680066606345138
VWA5A,0.26737037129830793
DEFA6,0.26714173117996864
SP110,0.26694996872830984
SYT1,0.26589750661135225
RNASEL,0.26499685517306315
CENPVL1,0.2644721480646295
PIGL,0.2644709048857811
RASSF4,0.2640389651014201
DNAJC3-DT,0.2636140430230148
ACVRL1,0.26352838969026277
SMPD1,0.2630851746815657
NLRP2,0.26294660665768793
ARMH4,0.26233767208997716
APOLD1,0.2617323867341353
ACVR1C,0.26107468363190184
GGT6,0.26016747605507684
ZNF518B,0.2591484771188161
REG1A,0.2574297224194896
COL5A1,0.25734363178441855
ETV7,0.25733279042314944
TMEM150C,0.2572069668191253
SLC22A3,0.25720501812085894
WDR72,0.25604161091204974
CCDC69,0.2549128733112691
PROX1,0.2548482545723659
EFCAB3,0.2532151871268485
CHST11,0.2523048681912062
CSTA,0.25177548621922263
BEX2,0.2508797888083817
HSPA12A,0.25025899878728836
STOX2,0.25002276384039374
CYP2E1,0.24992290366030093
KCNS3,0.2489606332794436
MALRD1,0.24824639449778133
TPP2,0.2480418371747481
RCBTB2,0.24751249065906542
GJA1,0.24486818906298488
HNMT,0.24295949256698893
MGMT,0.24005495682229935
DPP10-AS1,0.23999486660536284
EVA1A,0.23969873623400276
ZNF512B,0.239643660805445
SLC19A3,0.23948623408142616
MIR570,0.2380812272405078
NLRP1,0.2370485803654399
CDK6,0.23678915939239276
ACSL1,0.2365385544503499
TMEM220,0.23561353203802474
UNC13A,0.23526446467337966
TRAC,0.23517325161426353
C4BPA,0.23470907160662183
ZMYND11,0.23423318425232686
VPS35L,0.2341176844295197
PLXNC1,0.23399208715657205
IRF2,0.2338490020341788
CEL,0.2332526832687813
STON1,0.23255197605104144
SCGB2A1,0.2321945007728827
ITGB6,0.2314864345111018
CHST13,0.23119771532827094
PRR9,0.2299149239280155
CHGA,0.2287837725294423
EPSTI1,0.2287573470568373
LRRIQ3,0.2276164654552166
GUCA2A,0.22757183605067455
LRRN4,0.22659265598808156
DLL1,0.22651555131535606
LYPD6,0.2264344679082737
PPP1R16B,0.22628281564439476
SBF2,0.22619962271813496
KL,0.22450981273142265
LINC01252,0.22386389677659027
SMOC2,0.22340741113328133
DKK4,0.2229217611129678
SYNE4,0.22178767930645427
ULK2,0.2209299198775007
TMEFF1,0.22072277708925497
GNG4,0.22007379150791753
ABHD12B,0.2195377901659936
AURKB,0.21928031324188987
OGFRL1,0.21918884973042502
SLAIN1,0.21911341290860964
CCDC198,0.21831733268065082
PGM5,0.21722194282921758
ROR2,0.21704137329231418
GPER1,0.21602275594292772
ZNF486,0.21578820487637518
AHRR,0.21484092978025635
KIF16B,0.21475188627846284
MAGEH1,0.21387482023598708
GIMAP2,0.21339581901079804
PCDHB14,0.21171724043671622
LRRC66,0.2114763585260232
HLA-DMA,0.21141317487705658
NMRAL2P,0.21051089144968033
MYH4,0.21027110828512532
BBS9,0.2101092346702987
BLVRA,0.20990564679632695
PCLO,0.2093428435040399
FBP1,0.20858546850006174
FGF19,0.20741180243239027
PURA,0.20713170646675033
CYP4F8,0.20654362343753527
PRLR,0.20605280638245685
DACH1,0.20540106920956078
PTCH1,0.2050152976019599
PTPN21,0.20470426820929816
ZNF329,0.2035983761229623
ZNF718,0.20308217019601937
MUCL1,0.20295814285825362
MAPK14,0.20119561192913404
CEP68,0.20060366481622144
HAR1A,0.19937577962903913
SPTLC3,0.1989925315775893
RORA,0.19872237134678217
GALNT13,0.19847406665945458
SOX8,0.19809590401484947
OAS2,0.19647736539703756
TUBGCP3,0.19608686751581367
AKR1C4,0.19597834930669011
TTTY14,0.1958947317501773
ITGA1,0.19543729085785894
ADH6,0.1944047846429707
GPATCH11,0.19437080237318125
STAG3L4,0.19354547135279157
CACNA1C,0.19295755461502487
BMPR2,0.1925721192251025
PTBP2,0.19193819835834516
CASP5,0.19176549995398884
ZNF311,0.191074825205069
KAT2B,0.1908772341092645
PIPOX,0.19021959881322525
PIGC,0.1900437509290967
CYBB,0.18858479368756526
DAZ1,0.18823190846547017
PRKCQ-AS1,0.18711824429915347
ZNF709,0.18684402628065744
CEP112,0.18665687304136125
STMN3,0.1864529737308692
APLF,0.18614701359288455
OLFM4,0.18550539591926993
MBD5,0.1854226197165341
N4BP2,0.18512908522159918
DTX3,0.1851184164774321
ZBED9,0.18503007729034582
DPY19L2P3,0.18404579250045205
SDHAP3,0.1838495134752452
PTPN11,0.1831677993255948
DLX2,0.18272337513733597
TRMT13,0.18242397400434784
CCDC110,0.18227679302177208
LY6G6E,0.18224375828058736
ZBTB7C,0.18219108687940966
MAILR,0.18178585497228078
HMGA2,0.18120915803248613
STEAP3,0.18092983053351291
IFI44,0.18081856090790882
ZC3H6,0.18072354262498957
CCDC8,0.18013080410833687
CLEC2L,0.1801195252172406
RNF186,0.1794985212210611
C2,0.17801107502260968
TTC30A,0.17696713151263152
PPM1E,0.1768321489807636
CAPS,0.17633377163381175
ATP5IF1,0.17564860388837644
AKAP5,0.1747787521068245
GABRB2,0.17386902475923655
STK17A,0.17328502440831256
ARSL,0.17321414404497648
FBXO36,0.17100621030508087
EPDR1,0.17099592926409557
FZD7,0.17060928142620996
SNU13,0.17035918332560895
SYDE2,0.17005667147005904
ACP3,0.1700414638389692
ALDH6A1,0.17000344738263312
TRDC,0.16983934260192804
ISL1,0.1687874476431426
TMEM167B-DT,0.16788639195113894
TRMT9B,0.16727908389262638
HERPUD2-AS1,0.16650122281096955
ZNF441,0.16618267907617737
DLX1,0.16617687492402453
ADAMTS17,0.16602275957618517
LRRC31,0.1651773743573753
AKAP9,0.1649669653621516
MIR924HG,0.16391300085402644
NINJ2,0.16353009592486295
DCUN1D1,0.16343184413090525
NDE1,0.16332330974388812
SPATA6,0.16219749295160987
ADD3-AS1,0.16163803597898335
PPARGC1A,0.16039156035767108
G0S2,0.16030300811164236
HAGLROS,0.1602446126109473
ZNF655,0.1601936689340446
MUC20-OT1,0.15972831506828705
LPL,0.15961957120180992
NHLRC3,0.15924742727467883
CCDC82,0.15891213136076443
CYTIP,0.15883711603976838
XGY2,0.15859296037523019
MED31,0.15812321379950448
RAB37,0.15805017975314015
MACROD2,0.1576280494760306
NIM1K,0.15754906146189324
PON3,0.1563184733844534
DOCK9,0.15583055398465798
C16orf54,0.15537187500091815
VLDLR,0.15511864408561288
CEACAM7,0.15498714572906755
TLR3,0.15483723773097843
TCP11L2,0.15324994453395727
BBOX1-AS1,0.15202081587223204
SEPTIN6,0.15173673081309447
RTL8C,0.15157954339571778
PKIB,0.15096695658637624
ZNF8,0.14936160231208717
REG3A,0.149336970995736
OXGR1,0.14908498169257317
N4BP2L2,0.14792665469645497
SMIM2,0.1478598400227073
RNF157-AS1,0.147710833082124
GAD1,0.14756705521620916
IRAK1BP1,0.14729559496915984
SCARNA13,0.14712285450132667
NBL1,0.14709018440258037
GLIPR1,0.14658472002358436
QKI,0.14600877730378103
SERPINE1,0.14485798978898293
ID3,0.14444835627574404
TPK1,0.144342911330408
SSTR1,0.14357050995722093
KANSL1L,0.14355334614185405
AKR1B10,0.143364482313043
RTL8A,0.1431368451707536
IFI44L,0.14256151202469178
CORO1A,0.14245408943080132
MPZL2,0.14194805691176438
MAP4K3-DT,0.141903845630271
RETNLB,0.1416268939333869
LOH12CR2,0.14158574625994602
ZNRF2P1,0.14144250741129322
CACNB2,0.14131115461808086
GPR180,0.1411078451817558
LINC02580,0.14070934895242024
ADRA2A,0.13959845123172532
ITPKB,0.13958383719463757
TMEM154,0.13915782197503057
CDHR5,0.13839690169179203
LEF1,0.13737749039827238
ERO1B,0.13712702789466652
CFAP69,0.1369469708117856
CFAP20DC,0.13693322178459752
EGFL6,0.13565296551643274
GLDN,0.13550527487532132
TMEM72,0.13524521019667354
HMGN5,0.13501624749750046
ATP2B4,0.13460702413944453
PYGL,0.13396803104819563
GPA33,0.13387653839315258
NINL,0.13314127718373114
TMEM37,0.13271972073726157
MATN1-AS1,0.1323880954856458
TMEM178A,0.13233053609232903
KRBOX1,0.13221032339079694
PGBD5,0.13219016007134
LONRF3,0.1321506548981079
WASIR2,0.13210400399953337
G3BP1,0.13199501339429248
LRRC19,0.13199020376714823
EML6,0.13130443647437243
AGO3,0.13118301672623137
GRAMD1C,0.13098600965327503
MYEF2,0.1301755988865306
SHISA6,0.12977831390700623
DEFA5,0.12963843755899923
CKMT2,0.12957721339193207
RGMB,0.12912428292326963
TTC39A,0.12856114061128388
SYNPR,0.12791057831486619
RBP2,0.12786375600969682
NGEF,0.1275972780472718
CPEB3,0.1273769052373723
TRIM13,0.12699602983270064
IGF2,0.12680864817281304
ZNF501,0.126779595444674
EGF,0.12677032274870062
SOX7,0.12617232700992786
MMP24OS,0.12613142736588218
SCML4,0.1261308046589506
BTBD8,0.12545422567960704
NFATC2,0.12497529706330916
ARID3A,0.1248737615709338
AKR1E2,0.12487123576734348
ALDH8A1,0.1238419243958541
SLC8A1,0.12341396065999845
ZNF785,0.12311821187922768
MGAT4A,0.1227097459979304
GAS2,0.12264381581368712
TRPM6,0.12151255982645438
SLC7A2,0.12053697320015856
HIP1,0.12022887237046834
PDE9A,0.12018753203486225
NDRG1,0.12016226469493813
ABCA1,0.1198705627258463
TRAM1L1,0.11979017733689903
KRT23,0.11965264362660492
CHRNB1,0.1194251253480724
SGSM2,0.11914626611323723
TLX1,0.11889378067978316
PTPN13,0.11832491811775768
CD247,0.11741553229333443
LRRTM1,0.1168783520059808
CHP2,0.11645545286619371
ALCAM,0.11630485231158445
UGT2B17,0.11563277768984177
HOXA-AS2,0.11562351029311839
ENPP1,0.11542590280063317
SUMO1P2,0.11522961482723874
PRDM5,0.11512055563650193
IYD,0.11422068361484965
LEPR,0.11421361492542738
PTPRD-AS1,0.1140770015494152
ADGRD2,0.11360715443108721
FAM27C,0.11350754109557958
AGO4,0.1134406354941819
CFL2,0.11323662211518218
MITF,0.11279726861052222
PMP22,0.11244925182452474
ACP5,0.11223181159806862
FREM2,0.11194929895730185
CTSS,0.11194591598282899
MAGI2,0.11138296795707538
HMMR-AS1,0.11133294461856925
OLFML3,0.11080916126476535
TBC1D9,0.11031004769467648
SH3RF3,0.11023147534395353
ABCC5,0.11022616426140551
ALG10B,0.11021264033559952
ZCCHC24,0.10951265291055959
RGS7,0.10935346244414959
MEGF6,0.10884285896473472
LINC00960,0.10867705938279061
PTEN,0.10864884246261478
SENP7,0.10828762384647198
MIR9-3HG,0.10767315226754937
ATOH8,0.10753958526091349
GAMT,0.10745403833870412
SUGT1P3,0.10727754069697588
OLFM1,0.10675702544720686
TNFRSF10C,0.10675140861367512
CYP1B1,0.10650557780261434
LINC02086,0.10619851920888612
HSPA1A,0.10574955907938077
TARDBP,0.10558921145182677
CD40,0.10536427888581908
PRNP,0.10530177004778339
H1-4,0.10529068527933064
REL,0.1052644280176155
TRIP11,0.10491442605026835
RBM26-AS1,0.10490073478748578
SNHG27,0.10467748524361054
ANKRD20A1,0.10434475434497155
APOA2,0.10429979742521774
GABRA2,0.10376127249246712
GPNMB,0.1037259711898731
MIR205HG,0.10357839020375346
BCL2L15,0.10344823356486385
ITPRID2,0.10327151894427568
WWTR1,0.10323965793602376
FHOD3,0.10303424485862148
ZPLD2P,0.10303383810894906
PRKD3,0.10288742093582115
MAP3K7CL,0.10230101110494459
ZNF814,0.10230084895720082
SMAD7,0.10139388588560028
SMIM5,0.10134444314490254
SPINK5,0.1012218304891397
CYP4V2,0.10108168186008482
KLF3-AS1,0.10077968006307134
SLC25A5-AS1,0.10066319437877357
TMCC1,0.09971410751664128
LRRC77P,0.09958293199154511
ENPP2,0.09940686688751582
MYH7B,0.0993882952741263
SNRPN,0.09912584278627437
NIPBL,0.09892701684347151
SEPTIN7P14,0.09841186761327982
CD84,0.09836419990307417
F13A1,0.0980274997222001
PTGES,0.09756111861659768
DNAJC22,0.09730750009225073
AZGP1P1,0.0972332830777372
PARD6B,0.09721297969197208
KITLG,0.09646149732160433
NAV1,0.0964278949273998
FAM221A,0.09581677520959263
KCNJ10,0.09525322364506719
TMEM47,0.09506712372185798
RECK,0.09438335439294268
SDR16C5,0.09435225685061921
FMO5,0.09428391350522007
KCNV1,0.09407795959830745
GCNT2,0.09404215192068947
CELP,0.09388637722936806
CLU,0.09378736756910892
PAX8-AS1,0.09373692507951246
PARD3B,0.09373367761229413
FRMD4B,0.09356640526014774
SKAP1,0.0934184528129491
ASCL1,0.09329360270630505
AATBC,0.09320742937959708
EGLN3,0.09305657303396908
VAPB,0.0930235348090185
LMOD1,0.0928171484650253
TMEM178B,0.09281554193910435
FRRS1,0.09280743744975568
WDR33,0.09279983641548845
CENPJ,0.09266635746729983
PLXNA2,0.09247417466127035
DNM3,0.09202061778917639
FTX,0.09195977319383793
RAB34,0.09179987959553712
CD81,0.09170931725354742
DRD2,0.09169282308584352
RGL3,0.09164812938515647
ZNF423,0.09150536282704631
ABCB1,0.09104775968455531
NLRP2B,0.09076493793546676
LINC01091,0.09041586988375835
CAPN6,0.09023196966953427
GLUL,0.0898160750682301
TBXAS1,0.08978130606867905
PNLIPRP2,0.08977463389139079
SV2A,0.08925600057525263
LRATD1,0.08891813225768612
USP47,0.0888348981567981
HAUS5,0.08872642811977821
SUSD4,0.08872514100064831
PTPRM,0.08866345760085416
